,City,Latitude,Longitude,Date,Temp_Max,Temp_Min,Humidity,Weather,Weather_Score,Temp_Avg
957,Uzes,44.0121279,4.4196718,2024-11-21,3.21,3.21,58,light snow,-20,3.21
958,Uzes,44.0121279,4.4196718,2024-11-21,2.89,2.89,67,light rain,-10,2.89
959,Uzes,44.0121279,4.4196718,2024-11-21,2.68,2.68,76,light rain,-10,2.68
960,Nimes,43.8374249,4.3600687,2024-11-16,11.11,10.85,78,overcast clouds,200,10.98
961,Nimes,43.8374249,4.3600687,2024-11-16,10.11,9.54,84,broken clouds,300,9.825
962,Nimes,43.8374249,4.3600687,2024-11-17,8.91,8.91,91,scattered clouds,400,8.91
963,Nimes,43.8374249,4.3600687,2024-11-17,8.46,8.46,91,broken clouds,300,8.46
964,Nimes,43.8374249,4.3600687,2024-11-17,8.14,8.14,91,broken clouds,300,8.14
965,Nimes,43.8374249,4.3600687,2024-11-17,11.6,11.6,73,few clouds,500,11.6
966,Nimes,43.8374249,4.3600687,2024-11-17,16.08,16.08,56,few clouds,500,16.08
967,Nimes,43.8374249,4.3600687,2024-11-17,16.31,16.31,62,few clouds,500,16.31
968,Nimes,43.8374249,4.3600687,2024-11-17,12.24,12.24,66,scattered clouds,400,12.24
969,Nimes,43.8374249,4.3600687,2024-11-17,10.53,10.53,74,overcast clouds,200,10.53
970,Nimes,43.8374249,4.3600687,2024-11-18,9.3,9.3,79,broken clouds,300,9.3
971,Nimes,43.8374249,4.3600687,2024-11-18,8.32,8.32,82,scattered clouds,400,8.32
972,Nimes,43.8374249,4.3600687,2024-11-18,7.53,7.53,82,scattered clouds,400,7.53
973,Nimes,43.8374249,4.3600687,2024-11-18,10.84,10.84,65,few clouds,500,10.84
974,Nimes,43.8374249,4.3600687,2024-11-18,14.46,14.46,51,broken clouds,300,14.46
975,Nimes,43.8374249,4.3600687,2024-11-18,13.39,13.39,59,overcast clouds,200,13.39
976,Nimes,43.8374249,4.3600687,2024-11-18,9.41,9.41,71,overcast clouds,200,9.41
977,Nimes,43.8374249,4.3600687,2024-11-18,8.81,8.81,74,scattered clouds,400,8.81
978,Nimes,43.8374249,4.3600687,2024-11-19,8.4,8.4,76,broken clouds,300,8.4
979,Nimes,43.8374249,4.3600687,2024-11-19,7.62,7.62,77,overcast clouds,200,7.62
980,Nimes,43.8374249,4.3600687,2024-11-19,6.77,6.77,79,broken clouds,300,6.77
981,Nimes,43.8374249,4.3600687,2024-11-19,9.6,9.6,68,overcast clouds,200,9.6
982,Nimes,43.8374249,4.3600687,2024-11-19,14.46,14.46,54,overcast clouds,200,14.46
983,Nimes,43.8374249,4.3600687,2024-11-19,13.74,13.74,63,overcast clouds,200,13.74
984,Nimes,43.8374249,4.3600687,2024-11-19,10.95,10.95,74,overcast clouds,200,10.95
985,Nimes,43.8374249,4.3600687,2024-11-19,11.13,11.13,76,overcast clouds,200,11.13
986,Nimes,43.8374249,4.3600687,2024-11-20,11.56,11.56,71,overcast clouds,200,11.56
987,Nimes,43.8374249,4.3600687,2024-11-20,12.76,12.76,72,overcast clouds,200,12.76
988,Nimes,43.8374249,4.3600687,2024-11-20,13.09,13.09,67,light rain,-10,13.09
989,Nimes,43.8374249,4.3600687,2024-11-20,10.23,10.23,66,light rain,-10,10.23
990,Nimes,43.8374249,4.3600687,2024-11-20,12.3,12.3,37,light rain,-10,12.3
991,Nimes,43.8374249,4.3600687,2024-11-20,9.46,9.46,37,few clouds,500,9.46
992,Nimes,43.8374249,4.3600687,2024-11-20,6.56,6.56,47,few clouds,500,6.56
993,Nimes,43.8374249,4.3600687,2024-11-20,5.54,5.54,46,broken clouds,300,5.54
994,Nimes,43.8374249,4.3600687,2024-11-21,3.57,3.57,54,scattered clouds,400,3.57
995,Nimes,43.8374249,4.3600687,2024-11-21,2.95,2.95,55,scattered clouds,400,2.95
996,Nimes,43.8374249,4.3600687,2024-11-21,2.49,2.49,58,broken clouds,300,2.49
997,Nimes,43.8374249,4.3600687,2024-11-21,3.84,3.84,54,light rain,-10,3.84
998,Nimes,43.8374249,4.3600687,2024-11-21,3.8,3.8,61,light rain,-10,3.8
999,Nimes,43.8374249,4.3600687,2024-11-21,3.83,3.83,72,light rain,-10,3.83
1000,Aigues Mortes,43.5661521,4.19154,2024-11-16,12.55,11.74,77,scattered clouds,400,12.145
1001,Aigues Mortes,43.5661521,4.19154,2024-11-16,12.08,11.64,81,scattered clouds,400,11.86
1002,Aigues Mortes,43.5661521,4.19154,2024-11-17,11.0,11.0,86,scattered clouds,400,11.0
1003,Aigues Mortes,43.5661521,4.19154,2024-11-17,10.58,10.58,87,overcast clouds,200,10.58
1004,Aigues Mortes,43.5661521,4.19154,2024-11-17,10.38,10.38,86,broken clouds,300,10.38
1005,Aigues Mortes,43.5661521,4.19154,2024-11-17,11.94,11.94,74,few clouds,500,11.94
1006,Aigues Mortes,43.5661521,4.19154,2024-11-17,14.93,14.93,62,few clouds,500,14.93
1007,Aigues Mortes,43.5661521,4.19154,2024-11-17,16.29,16.29,64,few clouds,500,16.29
1008,Aigues Mortes,43.5661521,4.19154,2024-11-17,14.94,14.94,71,scattered clouds,400,14.94
1009,Aigues Mortes,43.5661521,4.19154,2024-11-17,13.85,13.85,72,overcast clouds,200,13.85
1010,Aigues Mortes,43.5661521,4.19154,2024-11-18,12.17,12.17,77,overcast clouds,200,12.17
1011,Aigues Mortes,43.5661521,4.19154,2024-11-18,10.96,10.96,76,few clouds,500,10.96
1012,Aigues Mortes,43.5661521,4.19154,2024-11-18,10.52,10.52,77,scattered clouds,400,10.52
1013,Aigues Mortes,43.5661521,4.19154,2024-11-18,11.84,11.84,67,scattered clouds,400,11.84
1014,Aigues Mortes,43.5661521,4.19154,2024-11-18,14.02,14.02,56,scattered clouds,400,14.02
1015,Aigues Mortes,43.5661521,4.19154,2024-11-18,15.08,15.08,53,overcast clouds,200,15.08
1016,Aigues Mortes,43.5661521,4.19154,2024-11-18,11.94,11.94,67,overcast clouds,200,11.94
1017,Aigues Mortes,43.5661521,4.19154,2024-11-18,11.04,11.04,68,few clouds,500,11.04
1018,Aigues Mortes,43.5661521,4.19154,2024-11-19,11.14,11.14,69,scattered clouds,400,11.14
1019,Aigues Mortes,43.5661521,4.19154,2024-11-19,10.09,10.09,74,overcast clouds,200,10.09
1020,Aigues Mortes,43.5661521,4.19154,2024-11-19,10.37,10.37,75,broken clouds,300,10.37
1021,Aigues Mortes,43.5661521,4.19154,2024-11-19,12.58,12.58,68,broken clouds,300,12.58
1022,Aigues Mortes,43.5661521,4.19154,2024-11-19,15.54,15.54,59,broken clouds,300,15.54
1023,Aigues Mortes,43.5661521,4.19154,2024-11-19,15.19,15.19,61,overcast clouds,200,15.19
1024,Aigues Mortes,43.5661521,4.19154,2024-11-19,14.61,14.61,67,overcast clouds,200,14.61
1025,Aigues Mortes,43.5661521,4.19154,2024-11-19,14.72,14.72,66,overcast clouds,200,14.72
1026,Aigues Mortes,43.5661521,4.19154,2024-11-20,14.81,14.81,70,overcast clouds,200,14.81
1027,Aigues Mortes,43.5661521,4.19154,2024-11-20,14.84,14.84,70,overcast clouds,200,14.84
1028,Aigues Mortes,43.5661521,4.19154,2024-11-20,14.47,14.47,67,light rain,-10,14.47
1029,Aigues Mortes,43.5661521,4.19154,2024-11-20,12.6,12.6,62,light rain,-10,12.6
1030,Aigues Mortes,43.5661521,4.19154,2024-11-20,11.36,11.36,55,overcast clouds,200,11.36
1031,Aigues Mortes,43.5661521,4.19154,2024-11-20,10.71,10.71,44,few clouds,500,10.71
1032,Aigues Mortes,43.5661521,4.19154,2024-11-20,8.73,8.73,50,broken clouds,300,8.73
1033,Aigues Mortes,43.5661521,4.19154,2024-11-20,7.39,7.39,49,broken clouds,300,7.39
1034,Aigues Mortes,43.5661521,4.19154,2024-11-21,6.29,6.29,49,broken clouds,300,6.29
1035,Aigues Mortes,43.5661521,4.19154,2024-11-21,5.01,5.01,58,scattered clouds,400,5.01
1036,Aigues Mortes,43.5661521,4.19154,2024-11-21,4.66,4.66,56,broken clouds,300,4.66
1037,Aigues Mortes,43.5661521,4.19154,2024-11-21,7.19,7.19,59,light rain,-10,7.19
1038,Aigues Mortes,43.5661521,4.19154,2024-11-21,4.85,4.85,83,light rain,-10,4.85
1039,Aigues Mortes,43.5661521,4.19154,2024-11-21,5.75,5.75,85,light rain,-10,5.75
1040,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-16,15.22,12.98,80,light rain,-10,14.100000000000001
1041,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-16,13.43,12.91,84,light rain,-10,13.17
1042,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-17,12.21,12.21,86,scattered clouds,400,12.21
1043,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-17,11.55,11.55,87,overcast clouds,200,11.55
1044,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-17,11.37,11.37,86,overcast clouds,200,11.37
1045,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-17,12.34,12.34,79,scattered clouds,400,12.34
1046,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-17,15.05,15.05,64,few clouds,500,15.05
1047,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-17,15.98,15.98,64,scattered clouds,400,15.98
1048,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-17,15.33,15.33,70,scattered clouds,400,15.33
1049,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-17,14.22,14.22,67,overcast clouds,200,14.22
1050,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-18,12.95,12.95,72,overcast clouds,200,12.95
1051,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-18,11.24,11.24,76,scattered clouds,400,11.24
1052,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-18,10.84,10.84,78,scattered clouds,400,10.84
1053,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-18,11.99,11.99,69,scattered clouds,400,11.99
1054,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-18,14.31,14.31,58,scattered clouds,400,14.31
1055,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-18,14.8,14.8,56,overcast clouds,200,14.8
1056,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-18,12.1,12.1,67,overcast clouds,200,12.1
1057,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-18,11.33,11.33,68,few clouds,500,11.33
1058,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-19,11.47,11.47,70,scattered clouds,400,11.47
1059,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-19,11.1,11.1,73,overcast clouds,200,11.1
1060,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-19,10.93,10.93,74,broken clouds,300,10.93
1061,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-19,11.81,11.81,71,broken clouds,300,11.81
1062,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-19,15.49,15.49,60,broken clouds,300,15.49
1063,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-19,15.33,15.33,62,overcast clouds,200,15.33
1064,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-19,14.92,14.92,67,overcast clouds,200,14.92
1065,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-19,15.91,15.91,63,overcast clouds,200,15.91
1066,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-20,15.84,15.84,71,overcast clouds,200,15.84
1067,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-20,15.67,15.67,69,overcast clouds,200,15.67
1068,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-20,15.29,15.29,70,light rain,-10,15.29
1069,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-20,12.47,12.47,67,light rain,-10,12.47
1070,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-20,12.52,12.52,54,light rain,-10,12.52
1071,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-20,11.17,11.17,44,clear sky,600,11.17
1072,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-20,9.31,9.31,50,scattered clouds,400,9.31
1073,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-20,7.73,7.73,53,broken clouds,300,7.73
1074,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-21,6.83,6.83,48,scattered clouds,400,6.83
1075,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-21,6.18,6.18,53,scattered clouds,400,6.18
1076,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-21,5.4,5.4,53,broken clouds,300,5.4
1077,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-21,8.34,8.34,57,overcast clouds,200,8.34
1078,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-21,9.59,9.59,80,light rain,-10,9.59
1079,Saintes Maries de la mer,43.4515922,4.4277202,2024-11-21,7.37,7.37,86,light rain,-10,7.37
1080,Collioure,42.52505,3.0831554,2024-11-16,16.33,12.69,76,broken clouds,300,14.509999999999998
1081,Collioure,42.52505,3.0831554,2024-11-16,14.24,12.29,82,overcast clouds,200,13.265
1082,Collioure,42.52505,3.0831554,2024-11-17,11.78,11.78,90,overcast clouds,200,11.78
1083,Collioure,42.52505,3.0831554,2024-11-17,11.5,11.5,90,overcast clouds,200,11.5
1084,Collioure,42.52505,3.0831554,2024-11-17,11.96,11.96,79,overcast clouds,200,11.96
1085,Collioure,42.52505,3.0831554,2024-11-17,15.87,15.87,55,overcast clouds,200,15.87
1086,Collioure,42.52505,3.0831554,2024-11-17,20.07,20.07,40,broken clouds,300,20.07
1087,Collioure,42.52505,3.0831554,2024-11-17,19.63,19.63,50,clear sky,600,19.63
1088,Collioure,42.52505,3.0831554,2024-11-17,14.99,14.99,71,clear sky,600,14.99
1089,Collioure,42.52505,3.0831554,2024-11-17,13.8,13.8,83,scattered clouds,400,13.8
1090,Collioure,42.52505,3.0831554,2024-11-18,12.75,12.75,87,broken clouds,300,12.75
1091,Collioure,42.52505,3.0831554,2024-11-18,12.03,12.03,87,overcast clouds,200,12.03
1092,Collioure,42.52505,3.0831554,2024-11-18,11.47,11.47,87,broken clouds,300,11.47
1093,Collioure,42.52505,3.0831554,2024-11-18,14.48,14.48,71,few clouds,500,14.48
1094,Collioure,42.52505,3.0831554,2024-11-18,17.78,17.78,57,few clouds,500,17.78
1095,Collioure,42.52505,3.0831554,2024-11-18,17.47,17.47,58,scattered clouds,400,17.47
1096,Collioure,42.52505,3.0831554,2024-11-18,14.39,14.39,69,broken clouds,300,14.39
1097,Collioure,42.52505,3.0831554,2024-11-18,12.6,12.6,81,broken clouds,300,12.6
1098,Collioure,42.52505,3.0831554,2024-11-19,12.09,12.09,86,broken clouds,300,12.09
1099,Collioure,42.52505,3.0831554,2024-11-19,12.57,12.57,85,broken clouds,300,12.57
1100,Collioure,42.52505,3.0831554,2024-11-19,11.2,11.2,86,broken clouds,300,11.2
1101,Collioure,42.52505,3.0831554,2024-11-19,14.62,14.62,67,scattered clouds,400,14.62
1102,Collioure,42.52505,3.0831554,2024-11-19,18.05,18.05,58,broken clouds,300,18.05
1103,Collioure,42.52505,3.0831554,2024-11-19,16.54,16.54,70,overcast clouds,200,16.54
1104,Collioure,42.52505,3.0831554,2024-11-19,14.58,14.58,80,overcast clouds,200,14.58
1105,Collioure,42.52505,3.0831554,2024-11-19,12.93,12.93,89,broken clouds,300,12.93
1106,Collioure,42.52505,3.0831554,2024-11-20,12.35,12.35,90,overcast clouds,200,12.35
1107,Collioure,42.52505,3.0831554,2024-11-20,12.11,12.11,88,overcast clouds,200,12.11
1108,Collioure,42.52505,3.0831554,2024-11-20,12.8,12.8,81,overcast clouds,200,12.8
1109,Collioure,42.52505,3.0831554,2024-11-20,13.3,13.3,67,light rain,-10,13.3
1110,Collioure,42.52505,3.0831554,2024-11-20,10.25,10.25,69,overcast clouds,200,10.25
1111,Collioure,42.52505,3.0831554,2024-11-20,10.08,10.08,56,overcast clouds,200,10.08
1112,Collioure,42.52505,3.0831554,2024-11-20,8.69,8.69,51,overcast clouds,200,8.69
1113,Collioure,42.52505,3.0831554,2024-11-20,7.97,7.97,59,overcast clouds,200,7.97
1114,Collioure,42.52505,3.0831554,2024-11-21,7.45,7.45,64,overcast clouds,200,7.45
1115,Collioure,42.52505,3.0831554,2024-11-21,7.01,7.01,64,overcast clouds,200,7.01
1116,Collioure,42.52505,3.0831554,2024-11-21,6.12,6.12,75,overcast clouds,200,6.12
1117,Collioure,42.52505,3.0831554,2024-11-21,11.12,11.12,68,broken clouds,300,11.12
1118,Collioure,42.52505,3.0831554,2024-11-21,14.06,14.06,57,broken clouds,300,14.06
1119,Collioure,42.52505,3.0831554,2024-11-21,15.07,15.07,51,broken clouds,300,15.07
1120,Carcassonne,43.2130358,2.3491069,2024-11-16,13.42,9.94,77,clear sky,600,11.68
1121,Carcassonne,43.2130358,2.3491069,2024-11-16,11.28,9.34,86,scattered clouds,400,10.309999999999999
1122,Carcassonne,43.2130358,2.3491069,2024-11-17,9.91,9.91,88,broken clouds,300,9.91
1123,Carcassonne,43.2130358,2.3491069,2024-11-17,9.61,9.61,84,overcast clouds,200,9.61
1124,Carcassonne,43.2130358,2.3491069,2024-11-17,9.31,9.31,84,overcast clouds,200,9.31
1125,Carcassonne,43.2130358,2.3491069,2024-11-17,12.97,12.97,69,scattered clouds,400,12.97
1126,Carcassonne,43.2130358,2.3491069,2024-11-17,16.96,16.96,58,few clouds,500,16.96
1127,Carcassonne,43.2130358,2.3491069,2024-11-17,16.26,16.26,65,clear sky,600,16.26
1128,Carcassonne,43.2130358,2.3491069,2024-11-17,13.5,13.5,81,scattered clouds,400,13.5
1129,Carcassonne,43.2130358,2.3491069,2024-11-17,12.58,12.58,83,overcast clouds,200,12.58
1130,Carcassonne,43.2130358,2.3491069,2024-11-18,12.15,12.15,82,overcast clouds,200,12.15
1131,Carcassonne,43.2130358,2.3491069,2024-11-18,10.98,10.98,79,overcast clouds,200,10.98
1132,Carcassonne,43.2130358,2.3491069,2024-11-18,8.67,8.67,80,overcast clouds,200,8.67
1133,Carcassonne,43.2130358,2.3491069,2024-11-18,10.41,10.41,66,broken clouds,300,10.41
1134,Carcassonne,43.2130358,2.3491069,2024-11-18,13.82,13.82,54,broken clouds,300,13.82
1135,Carcassonne,43.2130358,2.3491069,2024-11-18,13.42,13.42,59,scattered clouds,400,13.42
1136,Carcassonne,43.2130358,2.3491069,2024-11-18,9.55,9.55,77,broken clouds,300,9.55
1137,Carcassonne,43.2130358,2.3491069,2024-11-18,8.66,8.66,80,scattered clouds,400,8.66
1138,Carcassonne,43.2130358,2.3491069,2024-11-19,8.64,8.64,79,broken clouds,300,8.64
1139,Carcassonne,43.2130358,2.3491069,2024-11-19,7.82,7.82,85,broken clouds,300,7.82
1140,Carcassonne,43.2130358,2.3491069,2024-11-19,8.92,8.92,81,broken clouds,300,8.92
1141,Carcassonne,43.2130358,2.3491069,2024-11-19,10.69,10.69,85,overcast clouds,200,10.69
1142,Carcassonne,43.2130358,2.3491069,2024-11-19,15.21,15.21,66,overcast clouds,200,15.21
1143,Carcassonne,43.2130358,2.3491069,2024-11-19,15.28,15.28,65,broken clouds,300,15.28
1144,Carcassonne,43.2130358,2.3491069,2024-11-19,11.54,11.54,83,overcast clouds,200,11.54
1145,Carcassonne,43.2130358,2.3491069,2024-11-19,10.19,10.19,91,overcast clouds,200,10.19
1146,Carcassonne,43.2130358,2.3491069,2024-11-20,10.68,10.68,88,broken clouds,300,10.68
1147,Carcassonne,43.2130358,2.3491069,2024-11-20,14.06,14.06,66,broken clouds,300,14.06
1148,Carcassonne,43.2130358,2.3491069,2024-11-20,11.54,11.54,85,moderate rain,-20,11.54
1149,Carcassonne,43.2130358,2.3491069,2024-11-20,9.27,9.27,78,light rain,-10,9.27
1150,Carcassonne,43.2130358,2.3491069,2024-11-20,9.24,9.24,64,overcast clouds,200,9.24
1151,Carcassonne,43.2130358,2.3491069,2024-11-20,8.58,8.58,49,scattered clouds,400,8.58
1152,Carcassonne,43.2130358,2.3491069,2024-11-20,6.48,6.48,52,broken clouds,300,6.48
1153,Carcassonne,43.2130358,2.3491069,2024-11-20,4.81,4.81,66,broken clouds,300,4.81
1154,Carcassonne,43.2130358,2.3491069,2024-11-21,4.11,4.11,75,broken clouds,300,4.11
1155,Carcassonne,43.2130358,2.3491069,2024-11-21,3.95,3.95,77,overcast clouds,200,3.95
1156,Carcassonne,43.2130358,2.3491069,2024-11-21,4.28,4.28,71,overcast clouds,200,4.28
1157,Carcassonne,43.2130358,2.3491069,2024-11-21,5.28,5.28,71,light rain,-10,5.28
1158,Carcassonne,43.2130358,2.3491069,2024-11-21,10.15,10.15,64,overcast clouds,200,10.15
1159,Carcassonne,43.2130358,2.3491069,2024-11-21,15.36,15.36,59,overcast clouds,200,15.36
1160,Ariege,42.8458016,1.6067586,2024-11-16,14.92,12.74,61,scattered clouds,400,13.83
1161,Ariege,42.8458016,1.6067586,2024-11-16,13.81,12.71,64,broken clouds,300,13.260000000000002
1162,Ariege,42.8458016,1.6067586,2024-11-17,11.77,11.77,73,overcast clouds,200,11.77
1163,Ariege,42.8458016,1.6067586,2024-11-17,11.5,11.5,74,overcast clouds,200,11.5
1164,Ariege,42.8458016,1.6067586,2024-11-17,11.46,11.46,68,overcast clouds,200,11.46
1165,Ariege,42.8458016,1.6067586,2024-11-17,15.31,15.31,55,scattered clouds,400,15.31
1166,Ariege,42.8458016,1.6067586,2024-11-17,17.69,17.69,52,scattered clouds,400,17.69
1167,Ariege,42.8458016,1.6067586,2024-11-17,14.98,14.98,74,clear sky,600,14.98
1168,Ariege,42.8458016,1.6067586,2024-11-17,10.58,10.58,95,few clouds,500,10.58
1169,Ariege,42.8458016,1.6067586,2024-11-17,10.75,10.75,99,broken clouds,300,10.75
1170,Ariege,42.8458016,1.6067586,2024-11-18,10.36,10.36,98,overcast clouds,200,10.36
1171,Ariege,42.8458016,1.6067586,2024-11-18,9.95,9.95,98,overcast clouds,200,9.95
1172,Ariege,42.8458016,1.6067586,2024-11-18,10.08,10.08,98,overcast clouds,200,10.08
1173,Ariege,42.8458016,1.6067586,2024-11-18,11.08,11.08,94,overcast clouds,200,11.08
1174,Ariege,42.8458016,1.6067586,2024-11-18,14.0,14.0,77,overcast clouds,200,14.0
1175,Ariege,42.8458016,1.6067586,2024-11-18,12.62,12.62,88,broken clouds,300,12.62
1176,Ariege,42.8458016,1.6067586,2024-11-18,11.57,11.57,88,overcast clouds,200,11.57
1177,Ariege,42.8458016,1.6067586,2024-11-18,9.68,9.68,93,broken clouds,300,9.68
1178,Ariege,42.8458016,1.6067586,2024-11-19,9.62,9.62,91,broken clouds,300,9.62
1179,Ariege,42.8458016,1.6067586,2024-11-19,9.45,9.45,88,broken clouds,300,9.45
1180,Ariege,42.8458016,1.6067586,2024-11-19,9.81,9.81,92,broken clouds,300,9.81
1181,Ariege,42.8458016,1.6067586,2024-11-19,10.89,10.89,89,overcast clouds,200,10.89
1182,Ariege,42.8458016,1.6067586,2024-11-19,14.85,14.85,66,overcast clouds,200,14.85
1183,Ariege,42.8458016,1.6067586,2024-11-19,13.8,13.8,75,scattered clouds,400,13.8
1184,Ariege,42.8458016,1.6067586,2024-11-19,11.02,11.02,90,broken clouds,300,11.02
1185,Ariege,42.8458016,1.6067586,2024-11-19,9.76,9.76,90,overcast clouds,200,9.76
1186,Ariege,42.8458016,1.6067586,2024-11-20,8.98,8.98,88,broken clouds,300,8.98
1187,Ariege,42.8458016,1.6067586,2024-11-20,9.43,9.43,79,light rain,-10,9.43
1188,Ariege,42.8458016,1.6067586,2024-11-20,10.11,10.11,99,moderate rain,-20,10.11
1189,Ariege,42.8458016,1.6067586,2024-11-20,7.48,7.48,101,moderate rain,-20,7.48
1190,Ariege,42.8458016,1.6067586,2024-11-20,5.72,5.72,103,moderate rain,-20,5.72
1191,Ariege,42.8458016,1.6067586,2024-11-20,4.91,4.91,100,moderate rain,-20,4.91
1192,Ariege,42.8458016,1.6067586,2024-11-20,3.19,3.19,99,light snow,-20,3.19
1193,Ariege,42.8458016,1.6067586,2024-11-20,0.32,0.32,89,broken clouds,300,0.32
1194,Ariege,42.8458016,1.6067586,2024-11-21,1.64,1.64,79,overcast clouds,200,1.64
1195,Ariege,42.8458016,1.6067586,2024-11-21,2.8,2.8,80,overcast clouds,200,2.8
1196,Ariege,42.8458016,1.6067586,2024-11-21,5.31,5.31,82,overcast clouds,200,5.31
1197,Ariege,42.8458016,1.6067586,2024-11-21,9.96,9.96,78,overcast clouds,200,9.96
1198,Ariege,42.8458016,1.6067586,2024-11-21,13.59,13.59,63,broken clouds,300,13.59
1199,Ariege,42.8458016,1.6067586,2024-11-21,12.69,12.69,82,broken clouds,300,12.69
1200,Toulouse,43.6044622,1.4442469,2024-11-16,16.86,15.81,59,clear sky,600,16.335
1201,Toulouse,43.6044622,1.4442469,2024-11-16,15.05,11.44,65,clear sky,600,13.245000000000001
1202,Toulouse,43.6044622,1.4442469,2024-11-16,12.43,10.21,76,scattered clouds,400,11.32
1203,Toulouse,43.6044622,1.4442469,2024-11-17,9.89,9.89,86,broken clouds,300,9.89
1204,Toulouse,43.6044622,1.4442469,2024-11-17,9.41,9.41,87,overcast clouds,200,9.41
1205,Toulouse,43.6044622,1.4442469,2024-11-17,9.02,9.02,85,broken clouds,300,9.02
1206,Toulouse,43.6044622,1.4442469,2024-11-17,11.91,11.91,71,clear sky,600,11.91
1207,Toulouse,43.6044622,1.4442469,2024-11-17,15.95,15.95,62,clear sky,600,15.95
1208,Toulouse,43.6044622,1.4442469,2024-11-17,16.08,16.08,68,scattered clouds,400,16.08
1209,Toulouse,43.6044622,1.4442469,2024-11-17,12.78,12.78,81,broken clouds,300,12.78
1210,Toulouse,43.6044622,1.4442469,2024-11-17,12.5,12.5,77,overcast clouds,200,12.5
1211,Toulouse,43.6044622,1.4442469,2024-11-18,10.78,10.78,74,overcast clouds,200,10.78
1212,Toulouse,43.6044622,1.4442469,2024-11-18,8.65,8.65,75,overcast clouds,200,8.65
1213,Toulouse,43.6044622,1.4442469,2024-11-18,6.87,6.87,80,broken clouds,300,6.87
1214,Toulouse,43.6044622,1.4442469,2024-11-18,9.42,9.42,65,scattered clouds,400,9.42
1215,Toulouse,43.6044622,1.4442469,2024-11-18,12.63,12.63,52,few clouds,500,12.63
1216,Toulouse,43.6044622,1.4442469,2024-11-18,13.23,13.23,53,broken clouds,300,13.23
1217,Toulouse,43.6044622,1.4442469,2024-11-18,10.17,10.17,69,broken clouds,300,10.17
1218,Toulouse,43.6044622,1.4442469,2024-11-18,9.07,9.07,75,broken clouds,300,9.07
1219,Toulouse,43.6044622,1.4442469,2024-11-19,8.74,8.74,75,broken clouds,300,8.74
1220,Toulouse,43.6044622,1.4442469,2024-11-19,8.04,8.04,80,scattered clouds,400,8.04
1221,Toulouse,43.6044622,1.4442469,2024-11-19,9.35,9.35,88,broken clouds,300,9.35
1222,Toulouse,43.6044622,1.4442469,2024-11-19,11.61,11.61,82,overcast clouds,200,11.61
1223,Toulouse,43.6044622,1.4442469,2024-11-19,15.19,15.19,65,light rain,-10,15.19
1224,Toulouse,43.6044622,1.4442469,2024-11-19,15.0,15.0,64,broken clouds,300,15.0
1225,Toulouse,43.6044622,1.4442469,2024-11-19,12.79,12.79,69,broken clouds,300,12.79
1226,Toulouse,43.6044622,1.4442469,2024-11-19,11.91,11.91,78,overcast clouds,200,11.91
1227,Toulouse,43.6044622,1.4442469,2024-11-20,13.52,13.52,64,broken clouds,300,13.52
1228,Toulouse,43.6044622,1.4442469,2024-11-20,13.84,13.84,73,light rain,-10,13.84
1229,Toulouse,43.6044622,1.4442469,2024-11-20,11.29,11.29,70,light rain,-10,11.29
